,Unnamed: 0,obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,country,longitude,latitude,tags,brewery_id,average_rating,num_of_ratings,num_of_beers,total_check_ins,unique_user_check_ins,last_four_week_check_ins,brewery_desc,brewery
3487,7,appleton-beer-factory-appleton,Appleton Beer Factory,brewpub,603 W College Ave,,,Appleton,Wisconsin,,54911-5803,http://www.appletonbeerfactory.com,9203649931.0,United States,-88.41391479999999,44.26173602,,https://untappd.com/brewery/92804,3.634,14543.0,72.0,17983,5293,103,We have an obvious and delicious priority – beer. Our goal is to put top-notch brew in your glass while putting you in a friendly and fun atmosphere. Appleton Beer Factory beers are crafted to deliver what is so often missing from many beers on the market today – balance. This balance was struck from passionate experimentation by knowledgeable brewers who have focused on respecting the ingredients they use and the people they serve. Show Less,Appleton_Beer_Factory
3488,8,backcountry-brewing-plover,Backcountry Brewing,micro,3250 Mecca Dr,,,Plover,Wisconsin,,54467,https://www.backcountrybrewingco.com,7155729400.0,United States,-89.5413643,44.3304949,,https://untappd.com/brewery/332875,3.89,44700.0,246.0,55917,10466,1060,Show Less,Backcountry_Brewing
3489,9,badger-state-brewing-company-green-bay,Badger State Brewing Company,micro,990 Tony Canadeo Run,,,Green Bay,Wisconsin,,54304-3762,http://www.badgerstatebrewing.com,9205435320.0,United States,-88.05136473,44.49669718,,https://untappd.com/brewery/92095,3.8089999999999997,79929.0,91.0,104599,21436,1049,"Badger State Brewing is an award-winning destination brewery, tap room, beer garden, and upscale event hall located in the Lambeau Field Stadium District. Featuring a beer-centric tap room with 24 beers on tap that are all from the state of Wisconsin. The tap room also features snacks, non-alcoholic beverages, and goods from other independently owned Wisconsin companies. Badger State also cans and bottles all our own beers on site.
Founded in 2013 by Andrew Fabry, Sam Yanda, and Mike Servi who sought to ignite a new era of brewing in the history of beer being made in Green Bay. What started as a dream to make beer professionally quickly blossomed into a production brewery that today employs 25 people and distributes beer throughout Northeast Wisconsin.
The brewery offers a unique variety of complex and delicious beer with new styles being tapped regularly via our ""Pilot Series"" as well as releasing numerous seasonal and limited beers into the market each year. We also proudly produce beers available year round, such as our Green Chop Session IPA, Walloon Witbier, Buzzy Badger Coffee Ale, On Wisconsin! Red Ale, and Grassy Place Hazy IPA. Using the finest ingredients from local suppliers throughout the state, we handcraft every last drop that goes into your glass with passion and pride.
We look forward to having you visit us or sample one of our beers at our next event or tasting.
On Wisconsin! Show Less",Badger_State_Brewing_Company
3490,10,bare-bones-brewery-oshkosh,Bare Bones Brewery,brewpub,4362 County Rd S,,,Oshkosh,Wisconsin,,54904-9575,http://www.barebonesbrewery.us,9207448045.0,United States,-88.59075354,44.07856457,,https://untappd.com/brewery/207661,3.6069999999999998,22139.0,40.0,29060,7732,221,"We launched Bare Bones Brewery in 2015 as a place where people could meet new and old friends over a few great beers without having to fight all the noise and distraction found nearly everywhere else. We favor classic beer styles brewed in the traditional manner, but sometimes we let our dogs run free. Check out our Unleashed Series and 'Fear No Beer'! Show Less",Bare_Bones_Brewery
3491,11,barley-johns-brewpub-new-richmond,Barley Johns Brewpub,brewpub,1280 Madison Ave,,,New Richmond,Wisconsin,,54017-2236,http://www.barleyjohnsbrewery.com,7152464677.0,United States,,,,https://untappd.com/brewery/78,3.813,12729.0,236.0,16425,6175,15,"We are a brewer owned and operated Brew Pub just north of Minneapolis, MN. We specialize in crafting both beer and food with flavor, creativity and integrity. We offer nightly dinner specials, a rotating seasonal beer selection, and a seasonal patio to compliment our traditional and not so traditional pub offerings. Stop in and experience what our little Brew Pub can offer! Show Less",Barley_Johns_Brewpub
3492,12,barrel-41-brewing-co-neenah,Barrel 41 Brewing Co,brewpub,1132 S. Commercial St.,,,Neenah,Wisconsin,,54956,https://www.barrel41.com/,9205584021.0,United States,-88.4642861,44.16805,,https://untappd.com/brewery/400974,3.748,15484.0,116.0,18846,5366,464,Show Less,Barrel_41_Brewing_Co
3493,13,bavarian-bierhaus-glendale,Bavarian Bierhaus,brewpub,700 W Lexington Blvd,,,Glendale,Wisconsin,,53217-4912,http://www.thebavarianbierhaus.com,4142367000.0,United States,-87.91923009,43.11415845,,https://untappd.com/brewery/268209,3.7,7956.0,66.0,9642,3406,33,"The brewery takes center stage at The Bavarian Bierhaus and carefully crafted German style lagers are the stars. Look for seasonals that have been celebrated for centuries and a selection American favorites.
With the brewmaster on-site, count on informative tastings and dinners.
We are delveloping a Bier Club that will reward you with monthly offerings and discounts. Show Less",Bavarian_Bierhaus
3494,14,benjamin-beer-co-racine,Benjamin Beer Co,micro,507 6th St,,,Racine,Wisconsin,,53403-1117,http://www.benjaminbeer.com,2625832034.0,United States,-87.78630172,42.72641512,,https://untappd.com/brewery/157277,3.62,1435.0,0.0,1841,664,0,"The Benjamin Beer Company is dedicated to the passion, art and science of craft brewed beer. We are a small (micro) brewery where we manufacture fermented beverages. Our plan is to brew the classic beer styles with an American twist. Show Less",Benjamin_Beer_Co
3495,15,big-head-brewing-co-milwaukee,Big Head Brewing Co.,micro,6204 W State St,,,Milwaukee,Wisconsin,,53213-2906,http://www.bigheadbrewingco.com,6082359636.0,United States,-87.9201437,43.0429687,,https://untappd.com/brewery/81879,3.431,8907.0,82.0,10340,2950,61,Show Less,Big_Head_Brewing_Co_
3496,16,biloba-brewing-brookfield,Biloba Brewing,micro,18720 Pleasant St Stop 4,,,Brookfield,Wisconsin,,53045-3447,http://www.bilobabrewing.com,2623095820.0,United States,,,,https://untappd.com/brewery/106150,3.637,13573.0,194.0,16847,3834,63,Show Less,Biloba_Brewing
3497,17,bloomer-brewing-co-bloomer,Bloomer Brewing Co,micro,1526 Martin Rd Ste A,,,Bloomer,Wisconsin,,54724-1764,,7152713967.0,United States,,,,https://untappd.com/brewery/162274,3.5060000000000002,2825.0,43.0,3423,1100,42,"Bloomer Brewing Co. is a Local Micro Brew in the city of Bloomer Wisconsin with interest in preserving the history of the Old Bloomer Brewery which was in operation from 1934 to 1947. Bloomer Brewing Co. LLC began brewing in April 2012 to brew a beer recipe honoring the old brewery to be distributed locally in the town of Bloomer Wisconsin
Show Less",Bloomer_Brewing_Co
3498,18,blue-heron-brew-pub-marshfield,Blue Heron Brew Pub,brewpub,108 W 9th St,,,Marshfield,Wisconsin,,54449-4111,http://www.blueheronbrewpub.com,7153891868.0,United States,-90.18148902,44.65938079,,https://untappd.com/brewery/8755,3.642,6649.0,202.0,8967,2190,52,"Blue Heron BrewPub is one of two great restaurants located in the historic Parkin Place building of Marshfield, WI. The brewpub is located on the main floor, with a pizza pub and special events venue upstairs. Blue Heron's crafted brews are available in both restaurants. Our brewery is a 7 barrel system that produces our flagship brands, Honey Blonde, Tiger's Eye, and Loch Ness Scotch Ale, along with many other seasonal and specialty brews. Our taps our constantly rotating, so please check our website to see what's new. Grab your crew and have a brew at the Blue Heron! Show Less",Blue_Heron_Brew_Pub
3499,19,bobtown-brewhouse-and-grill-roberts,Bobtown Brewhouse & Grill,brewpub,220 W Main St,,,Roberts,Wisconsin,,54023,http://www.bobtownbrewhouse.com,7153381046.0,United States,-92.55599000000001,44.983639000000004,,https://untappd.com/brewery/247152,3.677,2817.0,157.0,3352,1031,20,Show Less,Bobtown_Brewhouse_Grill
3500,20,brewery-resolute-stevens-point,Brewery Resolute,planning,,,,Stevens Point,Wisconsin,,54481-1843,,7153214617.0,United States,,,,https://untappd.com/brewery/339795,0.0,0.0,0.0,2,2,0,Show Less,Brewery_Resolute
3501,21,brewfinity-brewing-co-oconomowoc,Brewfinity Brewing Co,brewpub,N58 W39800 Industrial Rd Ste D,,,Oconomowoc,Wisconsin,,53066,http://www.sweetmulletsbrewing.com,2624562843.0,United States,,,,https://untappd.com/brewery/385292,3.585,9373.0,35.0,11418,3944,221,Show Less,Brewfinity_Brewing_Co
3502,22,brewster-bros-brewing-co-chippewa-falls,Brewster Bros Brewing Co,micro,402 W River St,,,Chippewa Falls,Wisconsin,,54729-2355,http://www.chippewariverdistillery.com/beer/,7158615100.0,United States,-91.39646593,44.93179462,,https://untappd.com/brewery/259124,3.502,6198.0,62.0,7645,2990,7,Show Less,Brewster_Bros_Brewing_Co
3503,23,buffalo-water-beer-co-milwaukee,Buffalo Water Beer Co,contract,"309 N Water St, #315",,,Milwaukee,Wisconsin,,53202-5710,http://www.buffalowaterbeer.com,4142734680.0,United States,-87.90920890000001,43.034132299999996,,https://untappd.com/brewery/6532,3.097,640.0,1.0,830,759,0,Show Less,Buffalo_Water_Beer_Co
3504,24,central-waters-brewing-co-amherst,Central Waters Brewing Co,regional,351 Allen St,,,Amherst,Wisconsin,,54406-8954,http://www.centralwaters.com,7158242739.0,United States,-89.27970182,44.4422503,,https://untappd.com/brewery/358,4.032,809504.0,134.0,1.16M+,"203,557","7,584","We make beer. Sometimes it's barrel-aged, sometimes it's hoppy, sometimes it wins awards. It's always solar-powered. We like making it - thanks for drinking it. Show Less",Central_Waters_Brewing_Co
3505,25,cercis-brewing-company-columbus,Cercis Brewing Company,micro,106 N Dickason Blvd,,,Columbus,Wisconsin,,53925-,,9203500500.0,United States,-89.01542922,43.33907788,,https://untappd.com/brewery/392655,3.543,2374.0,32.0,2705,862,38,Show Less,Cercis_Brewing_Company
3506,26,city-brewing-co-la-crosse,City Brewing Co,regional,925 3rd St S,,,La Crosse,Wisconsin,,54601-4411,http://www.citybrewery.com,6087854200.0,United States,-91.25335046,43.80435523,,https://untappd.com/brewery/385,3.6630000000000003,933131.0,769.0,1.34M+,"366,460","3,724","Heavy Seas Beer began in 1995 and has grown to become one of the most respected and award winning craft breweries on the east coast. Captaining the helm is our founder Hugh Sisson with decades of experience in developing, producing and marketing fine beers. As the first pub brewer in Maryland, Hugh was responsible for the legislation that made brewpubs legal in the state.
Fearless. Bold. Independent Show Less",City_Brewing_Co
3507,27,city-lights-brewing-co-milwaukee,City Lights Brewing Co.,micro,2200 W Mount Vernon Ave,,,Milwaukee,Wisconsin,,53233-2672,http://www.citylightsbrewing.com,4145209692.0,United States,-88.0118646,43.0339815,,https://untappd.com/brewery/322602,3.71,63449.0,80.0,82302,31818,648,"An iconic brewery in an iconic building in Milwaukee, USA. City Lights Brewing Company is focused on brewing exceptional beer for outstanding people like you. Cheers!! Show Less",City_Lights_Brewing_Co_
3508,28,city-service-brewing-darlington,City Service Brewing,micro,404 Main St,,,Darlington,Wisconsin,,53530-1428,http://www.cityservicebrewing.wixsite.com,,United States,-90.11787155,42.68028418,,https://untappd.com/brewery/366904,3.5460000000000003,579.0,16.0,667,258,2,Show Less,City_Service_Brewing
3509,29,company-brewing-co-milwaukee,Company Brewing Co,brewpub,735 E Center St,,,Milwaukee,Wisconsin,,53212-2944,,4149300909.0,United States,-87.90182086,43.0672919,,https://untappd.com/brewery/549,3.966,6779368.0,802.0,10.66M+,1.27M+,"40,887","We don’t brew beer for the masses. Instead, our beers are crafted for a chosen few, a small cadre of renegades and rebels who enjoy a beer that pushes the limits of what is commonly accepted as taste. In short, we make beer for people like us. Founders. Brewed for us. Show Less",Company_Brewing_Co
3510,30,component-brewing-co-milwaukee,Component Brewing Co,micro,2018 S 1st St Ste 207,,,Milwaukee,Wisconsin,,53207,http://www.componentbrewing.com,4149791088.0,United States,,,,https://untappd.com/brewery/395090,3.864,12650.0,177.0,15266,3924,51,Show Less,Component_Brewing_Co
3511,31,copper-state-brewing-co-green-bay,Copper State Brewing Co,brewpub,313 Dousman St,,,Green Bay,Wisconsin,,54303-2713,http://www.copperstate.beer,9204898575.0,United States,-88.01916054,44.51896164,,https://untappd.com/brewery/324541,3.775,28068.0,79.0,35051,9512,598,"A craft brewery in Green Bay, WI Show Less",Copper_State_Brewing_Co
3512,32,corner-pub-reedsburg,Corner Pub,brewpub,100 E Main St Lowr,,,Reedsburg,Wisconsin,,53959-1967,,6085248989.0,United States,,,,https://untappd.com/brewery/403,3.6010000000000004,1510.0,49.0,1787,711,1,Show Less,Corner_Pub
3513,33,courthouse-pub-manitowoc,Courthouse Pub,brewpub,1001 S 8th St,,,Manitowoc,Wisconsin,,54220-5307,http://www.courthousepub.com,9206861166.0,United States,-87.65789588,44.08950638,,https://untappd.com/brewery/408,3.4419999999999997,2694.0,112.0,3032,1301,3,Show Less,Courthouse_Pub
